"conversation_id","message_id","role","content","timestamp"
"41","2","assistant","Look like its regenerating daily instead of from 2\/1. --","2024-02-04 22:54:00"
"41","3","user","Yeah. The data is still there, but the join isn't picking everything up any more. I'll look into it. Toolserver's giving me fits these days. --","2024-02-04 23:49:00"
"42","1","user","I've asked to stop reverting so that some discussion can occur. Best,","2021-08-08 17:39:00"
"42","2","assistant","I don't like the British-inspired rail templates with the colour bands in the middle and nor do a lot of other editors - we took them out of NSW pages a long time ago and resolved to keep them that way. For the GSR trains they are inaccurate and don't reflect the colour scheme properly. If someone can implement the design that I have now into a consistent Australia-wide template then I am happy to change it to that, but I'm not satisfied at present. I want to see Mackensen's suggestions at a compromise on this.","2021-08-09 08:46:00"
"43","1","user","I really need to get a life.","2025-06-14 17:23:00"
"43","2","assistant","Well, it is a bit of bother - getting to a position where you could fix the price of something, making the billions, finding a suitable young mistress, dealing with press and police, etc. : \""A man is richest who's pleasures are cheapest.\""","2025-06-16 13:29:00"
"44","1","user","I'm sorry I just don't understand. Surely as the main source for academic research and chronicling Cowards life and work, that is by definition 'notable'. You surely are not doubting Cowards notability as one of the greatest contributors to 20th cen English culture are you? I urge you to reconsider and reinstate the only accurate source of Cowards work for the benefit of other users. Thanks.","2022-08-19 20:37:00"
"44","2","assistant","The author may be notable, but that does not mean that an organization about him is notable. Just having a link to a notable person is far from enough. Please read the links I gave above. They explain notability. You need to provide reliable, independant, non-trivial references to establish the group's notability. The group must be shown, by the project's definitions of notability, not yours, why it is separately notable. -","2022-08-19 20:46:00"
"45","1","user","Sorry for this delay in response, I'm posting here because the actual PR looks very busy and I don't want to bog you down over there. Hope that helps a little, let me know if and when you decide to nominate it, with a little work I would be inclined to support. Now I must return to the madness, the joy. \u2014","2022-07-16 18:20:00"
"45","2","assistant","I think it is a very good article but it is always best to suggest every possible complaint before hand. Personally I don't see the obsession with books and I'm not a fan of over sourcing for the sake of sourcing either (in fact I successfully argued that point on the Michael Jackson FA review :-)). I couldn't see any single point that would cause the article to fail, thus was scrapping the barrel. Like I said, with a little twigging I would happily support. I would suggest that you watch over other FA reviews and read the complaints that come up over and over. I would advise that you watch the Jackson review, since it is a controversial article every possible criticism will be thrown at it. Reviewers will look extra hard for reasons to oppose (rightly so in fact), it will be a breeding ground for good advise. \u2014","2022-07-16 21:18:00"
"46","1","user","I believe the issues that brought about an edit war have now been resolved. Don't have anything to add to the article, just thought i'd let you know.","2021-06-01 23:13:00"
"46","2","assistant","OK, I'll take your word for it and have unprotected the article. <b><font face\""1F860E\""><\/font><font color=\""20038A\""><sup>","2021-06-01 23:15:00"
"46","3","user","Cheers. It's still a controversial issue in the media. But the issues on the wiki article are resolved.","2021-06-01 23:28:00"
"46","4","assistant","It appears the Man Utd fan User:Edcoomber is still interested in playing with the article, just thought i'd let you know. Doesn't warrant a full protection on the page I don't believe.","2021-06-02 20:29:00"
"46","5","user","The fella Edcoomber continues to remove cited sources and sanitises the article. ie from 'this has seen by some British officials as Uefa' to 'this has seen by some as Uefa' massively changing the impact. The source states who made the comments. I believe the user is been unnecessarily disruptive in respect to the current edit of cited sources. There are comments regarding old edits that bleed through to the current edit. This user has also removed a positive aspect of Gailards work which is the anti-racism drive in which UEFA is involved in.","2021-06-03 15:27:00"
"47","2","assistant","Hi there. Here it is after midnight (in my time zone), and instead of going straight to bed I find myself surfing WP a bit. I know just what you're asking about. I'll come back tomorrow and give an explanation. Glad you like the article development. Later, \u2014&nbsp;","2025-02-17 08:23:00"
"47","3","user","Now go forth and build a vast Wikipedian knowledgebase of manufacturing info! (Maybe also eventually build a robot army to help out.) Cheers, \u2014&nbsp;","2025-02-17 18:55:00"
"47","4","assistant","\""Cheers,\""!!! I'll bet you're a \""Limey\""! hehehe now it's time for ME to go to bed. later.. p.s.: I could not make my above text [moved down] stand out as a separate section and\/or boldface. Look for the text buried between \""next topic\"" and \""Now go forth\"".<\/br>","2025-02-18 05:24:00"
"47","5","user","The following is helpful as a way to make it stick as far as exactly where all the s and slashes go: the general syntax of HTML and XML is &lt;tag&gt;plaintext&lt;<span style\""color:red;\"">\/<\/span>&gt;\u2014this explains the slash locations in empty elements like &lt;references\/&gt;, &lt;br\/&gt;, &lt;hr\/&gt;, and &lt;ref name=\""whatever\""\/&gt;. There is a difference between and where both &lt;br&gt; and &lt;br\/&gt; will work. That's because the people who wrote the standards were trying to be strictly logical about differing perspectives on the deep philosophy of what an empty element really is and whether they should really exist. But that's too deep to worry about. (I can dig up a link if you care to read about it\u2014but don't blame you if not.) Enough to know that &lt;br&gt; and &lt;br\/&gt; are synonyms for all practical purposes. \u2014&nbsp;","2025-02-19 02:09:00"
"48","1","user","I find this really confusing, the albanian dance is named and Tsamiko Valle Came. This mus be solved, i have no intention for changing greek dance but just want to be sure no albanian dance is claimed greek --","2025-04-07 23:27:00"
"48","2","assistant","it is named dance of , chams are Albanians.......--","2025-04-08 08:36:00"
"48","3","user","found it [http:\/\/www.youtube.com\/watch?vrelated] check it by your self if you like --","2025-04-10 22:56:00"
"49","1","user","I was just looking at this one myself! I can't find any references to John Pinch being involved with the church. I have read that it was started in 1844, so it would have to be Pinch the younger if a Pinch was involved.. I've added a \""citation needed\"" because I think it is a bit questionable.. --","2025-01-24 20:15:00"
"49","2","assistant","Sounds like a good idea, it looks like Pinch was only the architect of the wing of Prior Park house, which the church is attached to.. --","2025-01-24 20:42:00"
"50","1","user","Just to let you know I'm going to be bold and do the move, in case you were going to do some editing now. Have added refs, BTW, so the DYK is supported (tho not online)","2023-04-26 14:54:00"
"50","2","assistant","Oh bollocks I appear to have fucked up and I'm not sure what I've done wrong. I really should stick to straight editing... Any chance you could sort out my mess as per your suggestion on the Lytes Cary Manor talk page? Ta","2023-04-26 15:07:00"
"50","3","user","All sorted by kindly , and nominated for DYK .","2023-04-26 16:27:00"
"51","1","user","You reverted every single one of my edits, even my deletion of a see also that was included as a reference in the article. Please explain on the talk page there. In fairness to all, we should revert the entire article to before your added section and then discuss a compromise (consensus version).","2022-07-20 07:26:00"
"51","2","assistant","Better discuss there, not here. \u2014","2022-07-20 07:36:00"
"52","1","user","The objective result of a football match are the only the goals. There are some great defenders in the game who in that regard, total to only a handful. Do you draw a blank in their cases? Messi's best performance came at Stamford Bridge despite not scoring and he was widely applauded for being the best performer in a big match of many players of repute. If you choose to disregard it, you are missing an important piece of information in a player's career. So when you say you take out POV or speculation, please do that but try to leave the facts and continuity behind :) --","2020-07-17 17:00:00"
"52","2","assistant","(The above message is in reference to [http:\/\/en.wikipedia.org\/w\/index.php?titlenext&oldid=61464151 this diff].) Hi, thanks for drawing my attention to this. I agree that in retrospect this edit was perhaps overly sweeping; in my defense I quote which states that \""The burden of evidence lies with the editors who have made an edit or wish an edit to remain.\"" There was a lot of potentially valuable content in the removed paragraph, but no were provided for the opinions, and the language was laudatory and idiomatic rather than encyclopedic and : \""overshadowed the array of established stars\"", \""merely to disorient the drawing boards of big name european opponents\"", etc. Regarding the continuity issue, I certainly should have retained a mention of his injury in the paragraph, and I've fixed that oversight now. --","2020-07-17 18:37:00"
"52","3","user","hi, glad you added the injury news in. And i've again tried to add the performance content, to highlight the stand out performances\/player characteristics, sans the laudatory language but with out artificial dilutions.. also added citations in support from places like FIFA and Goal.com --","2020-07-21 17:14:00"
"52","4","assistant","Thanks for your edits, they definitely improve the article. Regards. --","2020-07-21 19:13:00"
"53","1","user","Great tweaks on the Darwin page - The article is looking far more encylopaedic due to your edits. I'd appreciate it if you could lend your critical thought to an article I have rewritten - to see if it can be improved. Cheers --","2019-10-25 23:28:00"
"53","2","assistant","Flattery will get you everywhere, though it's evident that my writing skills are limited. Despite a lack of knowledge of biology I'll give it a go and try out some revisions for you to consider....","2019-10-27 02:45:00"
"54","1","user","Please, don't update the results before matches are over. --","2021-12-30 02:27:00"
"54","2","assistant","I'll second that","2022-01-14 07:30:00"
"55","1","user","Thanks again and all the best.","2025-03-10 20:57:00"
"55","2","assistant","Thanks Smallbones ... ran across the pic of the today to finish Erie Co. Will get Zink Bldg and Apt complex on my trip next month, unless you can grab earlier!--","2025-03-11 03:23:00"
"56","1","user","You have email <tt>;-)<\/tt> cheers ~","2021-05-16 01:27:00"
"56","2","assistant","A previously abusive user added a useful, but unsourced and unsigned, edit to , who I think was JJonathan.","2021-05-19 02:28:00"
"57","1","user","The only ones that 19N had suspicions on were myself, Minor4th, and Giftiger. As far as this goes, if you have evidence to support the innuendo that I am a sock, meat or puppetmaster, then file a report with . Otherwise, this appears to be borderline violations of and . You are an admin, I'm a mere editor, you can do whatever you want with relative impunity, but it is not right for you to insinuate that any of the three of us are socks. Just because you disagree with some of my positions is not grounds to trash my reputation on Wikipedia. Regards,","2024-06-16 08:37:00"
"57","2","assistant","I'm sorry Greg but it's rubbish to say that I suspect further socks because I disagree with some of your views. It's an outrageous violation of AGF. You haven't even bothered to ask me why I think that or what evidence I might have come across - you just instantly assume that it comes from bad faith motives - exactly as you did when I endorsed the DRV and exactly as you did on ANI when I opposed the ban. These accusations from you are tiresome and they're constantly assuming bad faith of me. Please stop it.","2024-06-16 09:04:00"
"57","3","user","Since I'm included in the innuendo about Martin socks, I would like to ask you why you think that or what evidence you might have come across. Thank you.","2024-06-16 09:35:00"
"57","4","assistant","Sorry but I'm not going to oblige you at this point. Per . Thank you for your understanding. Additionally, I'd like to ask all the Martin-related users to refrain from posting on my talk page for at least the next week. I am preparing a Wikipedia training program for curators at a museum in Melbourne and I don't have time for these constant interruptions. If you have a complaint to make about me, please feel free to open an WP:ANI report. If you wish to discuss or respond to comments regarding the Martin DRV, please do so at the DRV. If you wish to comment on the 19Nightmares ban request, kindly keep it to ANI. These split discussions, responding to comments posted to noticeboards on personal pages and whatnot and conversations being fragmented and spread all over the site as you guys do is something I've never encountered to this extent and it's not at all helpful. Any further comments posted to my page about either the DRV or the Ban request will be ignored. Thank you.","2024-06-16 10:26:00"
"58","1","user","Ah, if the question is, is Puncak Jaya a volcano, then the answer is, not an active one. I would bet very good money that it is the eroded core of an extinct vocano, given its shape and appearance, like [Devils Tower National Monument|[Devil's Tower]] which is an extinct volcanic core. I could find no reference to volcanism and Puncak Jaya in a very cursory google search. But this is my educated guess, my areas of expertise are biology and historical linguistics.","2024-07-14 09:41:00"
"58","2","assistant","Puncak Jaya is the highest point on the central range, which was created in the 'Melanesian orogeny', caused by oblique collision between the Australian and Pacific plates. It's unlikely to be a volcano. In fact it's made of middle limestones.[http:\/\/gsabulletin.gsapubs.org\/content\/108\/11\/1438.abstract]","2024-07-14 14:47:00"
"58","3","user","Yes, saw that on your talk page. Shows how much my ignorant lay opinion OR is worth.","2024-07-14 23:40:00"
"58","4","assistant","The similarity in appearance comes from the I think, sadly I could tell it was limestone just from that particular grey colour, but finding a ref to back that up was hard work.","2024-07-15 01:06:00"
"59","1","user","Hi. I noticed the request for protection of , looked through the history, and determined that a short protection was probably justified (there has been a fair bit of vandalism over the past few days, and the requester did cite that it may be due to a recent TV item), so I protected it for three days. When returning to RFPP to state this, however, I found you'd declined the request as not enough activity. Could you explain why, and can we come to some agreement? Cheers,","2022-01-21 20:47:00"
"59","2","assistant","The last five instances of vandalism were all done by the same person, which would have been more grounds for a block of that user rather than a page protection. Before that vandalism had occured, there had only been two other instances of vandalism in the last few days, both of which took place on different days, and were reverted quickly. Also, protecting a page to due to a TV program when little vandalism has occured is pre-emptive. As such, protection was unnecessary in this case, but since you've already protected it, I won't undo your decision. I hope this explains everything.","2022-01-21 20:55:00"
"59","3","user","OK, fair points. I missed the fact that the last few vandals were the same - not quite sure how. I'd be willing for it to be unprotected, as I made a mistake in judgement, but do you think that's wise?","2022-01-21 20:58:00"
"59","4","assistant","Ah...leave it: it's only for three days. If it was a longer protection, say a week or more, I'd suggest unprotecting it, but it's a very short protection, so it'll be fine in this case. Don't worry about it.","2022-01-21 21:02:00"
"60","1","user","Sounds intriguing. Count me in. I take it this will be done in slow time? Work (and various work on the flat) does tend to intrude otherwise.","2022-04-07 22:03:00"
"60","2","assistant","It can be done at your leisure, yes. I'll send you the first batch of questions later today.","2022-04-07 22:09:00"
"60","3","user","Cool. I'll e-mail back so you know it's arrived. I'll be out of contact from tomorrow morning 'til Tuesday, by the way. Cheers.","2022-04-07 23:13:00"
"61","1","user","I'm kind of curious on what you considered so outlandish? Yes I agree, his reasoning is shaky (basing his argument on ad hominems, a single Harvard study, and CBO's fallibility) but he did raise one or two decent points. What makes this so bad?","2025-01-08 03:44:00"
"61","2","assistant","I am referring to the section that he watched (and sorry, my mistake, discrediting WSJ economists for ties would actually be Guilt by Association), and honestly having watched it, I was skeptical of the section on the economy and jobs.","2025-01-08 03:58:00"
"61","3","user","soxwon, maybe it had a few decent points, but i didn't watch the whole thing so i don't know. but one logical error or fallacy is enough to destroy an entire argument, and he just kept making one after the other after the other and they were all quite egregious and it was really starting to disgust me. so i had to turn it off. maybe if i watched the whole thing i might have seen a decent point or two, but certainly not enough to redeem the caricature of illogic and just plain making things up that i saw in just the first few minutes. i have a low tolerance for that kind of stuff.","2025-01-08 06:03:00"
"62","1","user","Hi Sturmvogel 66...some progress...the 2011 copy of my old school magazine arrived yesterday and included a photograph of the president of the Old Masonians' Association ringing the bell at the start of last year's Association dinner. The event was held in the Royal Masonic School for Girls' dining room. It would seem the bell was moved there after the boys' school closed. The girls' school is in Rickmansworth and I will contact them for the citation you need, and will try and get an original of the photograph to send you also. Best regards","2025-05-22 21:01:00"
"62","2","assistant","Excellent! I'll look forward to seeing the material. Please be sure to have the photographer release the photo under a Commons licence to avoid any copyright issue.--","2025-05-22 21:05:00"
"63","1","user","Hi Sango, sorry I missed your birthday. Happy belated birthday all the same! --","2020-09-24 21:42:00"
"63","2","assistant","Thanks for the dessert! I love , but oh, the calories... Have you ever tasted it? The name literally translates into \""thousand leaves\"" or \""thousand layers\"", referring to the many layers of thin pastry that make up the desert. I guess the concept is something like , but with an entirely different taste. They seem to call this dessert a \""\"" in the U.S. for some reason. I appreciate your gift, and its no-guilt, virtual calorie content. Thanks again! --","2020-09-25 22:31:00"
"63","3","user","Happy very belated birthday Sango! Sorry I missed it. :( Haven't heard from you lately, hope things are still good with you. :) Cheers! --","2020-09-25 23:51:00"
"63","4","assistant","The fake account has been renamed. Please create the good one ASAP. Ciao,","2020-09-27 23:12:00"
"63","5","user","The Steward has renamed for you the nasty account on ja.wiki, please recreate the new account there. Ciao,","2020-09-27 23:40:00"
"64","1","user","Science-fiction isn't hyphenated. redirects to . I'm avoiding redirects. --","2020-09-10 03:38:00"
"64","2","assistant","For one, yelling at me isn't very productive. In addition, there were only about 500 instances of \""science-fiction\"" compared to thousands of \""science fiction\"". Science-fiction is not hyphenated. If it was, why don't we have \""\"" or \""\""? I don't want to argue about this further with you so this will be my last message about this. --","2020-09-10 16:12:00"
"65","1","user","Looks like you accidentally removed the date when you were trying to move it. [http:\/\/en.wikipedia.org\/w\/index.php?title160311947&oldid=160239339 Diff].","2021-09-26 04:44:00"
"65","2","assistant","Yes, that was an accident, sorry about that. However, please find an admin who actually wants the date on the template to re-add it. In this case, for efficiency's sake, some better arrangement than having such a tiny piece of information wrap onto a whole new line should be found.","2021-09-29 03:10:00"
"66","2","assistant","I've completed its ; let's see what the community decides about this rewritten version. -","2021-10-18 00:33:00"
"67","1","user","<small><span style=\""border:1px solid black;padding:1px;\"">","2025-03-13 16:53:00"
"67","2","assistant","I've never seen a physical copy of the book, but luckily Google and Amazon have. Regards,","2025-03-13 18:34:00"
"68","1","user","Thanks for your help. &mdash;<strong>","2023-05-23 18:34:00"
"69","1","user","Huzzah! --","2021-10-21 10:08:00"
"69","2","assistant","Wouah, that's great. I was quite happy yesterday when I saw at 25000 or so, I'm really (pleasantly) surprised that the lag has completely disappeared today...","2021-10-21 14:19:00"
"70","1","user","Hi MDD - thank you so much for your offer to help! I decided the easiest way to do this would be to post questions to my talk page - would love your input!","2025-05-27 05:14:00"
"70","2","assistant","Ok, thanks. I will give it some thought and give a respond in a few days. --","2025-05-27 15:49:00"
"71","1","user","Please don't badmouth other editors at my Talk page. It's not productive. I realise this is a very small badmouthing and some might feel I'm overreacting, but you've been harping on his supposed newness in every interaction I've seen between you and it's uncalled for. Besides which, you are demonstrably unfamiliar with Wikipedia as much as he, if not moreso. &mdash;","2020-07-11 03:33:00"
"71","2","assistant","Thank you for the help and insight. As a reletively new user\/editor, I appreciate your suggestions and will strive to make sure to follow the 'rules of the road'. Thanks again! --","2020-07-11 03:36:00"
"72","1","user","I've been slowly working my way through the categories. As I do so, I see stuff like which is apparently nothing more then a topographic saddle. Are these really notable? I don't know if you are going to start nominating these. My fear is that each one will need to be nominated since the articles are so diverse and a handful might actually be notable. On the other hand individual nominations will make a mess of AfD. I am not even considering prod since I suspect that one used will simply remove the tags. So maybe we start a few on AfD and then put the remainder on prod if they get removed there, then we can start them at AfD. I have started the prod list .","2024-11-09 22:53:00"
"72","2","assistant","Yea that's just what I'm fearing. I don't even know where to start off. I think it's possible for a bot to do a mass blanking of all edits by a specific user, but the problem's that there are some articles he created that actually are notable. Well here's my old list. I will add more as I find them. Articles - Walker River Basin, Little Smoky-Newark Watershed, Hot Creek-Railroad Watershed, Dry Creek Watershed, Searchlight Triple Divide Point. Categories - Lahontan regions, Oregon closed basin, Humboldt River Basin, Great Salt Lake regions, Tulare-Buena Vista region, Northern Mojave-Mono Lake region, Central Nevada Desert Basins, Sevier Basin, Black Rock region, Carson River Basin, Honey-Eagle Watershed, Truckee basin, Great Basin section, Ivanpah-Pahrump Watershed, Mono-Owens region, Categories named after valleys, Lower Colorado-Lake Mead\u2026","2024-11-10 01:43:00"
"72","3","user","I have a list at you can update it with changes.","2024-11-11 03:45:00"
"72","4","assistant","As a first cut on whether those are notable would be a GNIS search (http:\/\/geonames.usgs.gov\/pls\/gnispublic\/), if it's not there (and Searchlight Pass is not) than it's probably not notable. The single river basins probably could have legitimate articles, those I'd redirect to their respective rivers rather than delete them (Humboldt, Carson, Truckee, Walker).","2024-11-11 04:07:00"
"72","5","user","I have redirected some, but we are also dealing with the flood of categories which need to be deleted. should be deleted, but if we had , that could be redirected to .","2024-11-11 05:24:00"
"72","6","assistant","I didn't notice at first glance those were categories and not articles, yeah, there's no reason to have a duplicate category.","2024-11-11 05:27:00"
"72","7","user","He is confusing them - like how he moved to after he got deleted, citing the CfD in his edit summary.","2024-11-11 05:29:00"
"72","8","assistant","Another point, I made at one of the CfD entries, but erased because it didn't actually apply to those categories--if categories or articles are specifically defined to be USGS hydrologic units, as many of these are, shouldn't they be named properly, with terms as used in the USGS system? Example: says \""The Truckee basin (USGS HUC 18100200)\""--but an 8-digit HUC is a \""subbasin\"" not a \""basin\"" in the system. Similarly, the \""Hot Creek-Railroad Watershed\"" page seems to be about a \""subbasin\"", not a \""watershed\"", as those terms are used in the USGS system (\""The Hot Creek-Railroad Watershed (USGS Huc 16060009)\""). I've tried to explain the system a bit at , though it could be much expanded. Maybe this is too nitpicky, but I've been confused about how the USGS hierarchy is being remade into categories here, and the lack of consistent naming just adds to my confusion.","2024-11-11 05:39:00"
"72","9","user","Yea, naming would be an issue since the name are not in common use. So ' guidelines would apply. Clearly calling something a watershed when it is a basin or sub basin would be wrong. I think that the USGS names on their own are going to be problematic. I'm not an expert in this area, but we need one. does not seem active so no help from there.","2024-11-11 05:56:00"
"72","10","assistant","I'm no expert on the USGS system, but I've been researching it a bit and might be able to at least point to USGS references about it. I suspect Karl is at least as knowledgeable as me. It's a rather esoteric subject, so I'm not sure how many regularly contributing Wikipedia editors will be able to offer a lot of insight.","2024-11-11 09:00:00"
"72","11","user","My suggestion to the editor creating most of these is to write a list article for the top groupings in the tree. This should provide the information without creating stubs that will likely be deleted.","2024-11-11 09:11:00"
"72","12","assistant","Thanks - lists of USGS hucs might actually make useful articles :-)","2024-11-11 16:28:00"
"73","2","assistant","Dear Bcartolo, happy to be of use. Best,","2023-03-29 01:00:00"
"74","1","user","Thanks again,","2022-01-18 23:51:00"
"74","2","assistant","...that was founded over 900 years ago by a ? by and nom by","2022-01-25 00:24:00"
"75","1","user","Why did you dleted several museums from Italy on the . I spot checked the museums & they appear legit. Thanks!","2022-03-18 23:25:00"
"75","2","assistant","It was based on the paragraph from the talk page, at . So many red links are not helpful on the page, and it makes sense to encourage editors to .","2022-03-19 01:41:00"
"75","3","user","Thanks, but I am readding the museums as it is counterproductive to remove them. Others in the museum community editors agree with leaving red-linked museums beacuse of the magnitude of the project. Thanks!","2022-03-19 01:45:00"
"75","4","assistant","Fine, but please don't re-add , which should be removed from the list becasue the article was deleted.","2022-03-19 01:51:00"
"75","5","user","As far as I'm concerned, no problem eliminating bogus museums. I fully support that. In fact, I recommend writing a quick note as to why a specific museum was deleted so it's not readded.","2022-03-19 02:20:00"
"76","1","user","A couple of sources you might find useful to expand ship articles are [http:\/\/www.plimsollshipdata.org\/ Plimsoll Ship Data]] and [http:\/\/www.miramarshipindex.org.nz\/ Miramar Ship Index]. If you use the Miramar website as a source you need to use for reasons given on the Miramar home page. You might consider consolidating the infobox as per the article.","2023-01-30 01:54:00"
"76","2","assistant","It's the same infobox, but the info is displayed in a way that makes the infobox more compact. Try opening the article in a new window and compare them side by side and you'll see what I mean.","2023-01-30 08:43:00"
"77","1","user","Datum rojstva je po moje gotovo particular reason, sicer pa se postavi vpra\u0161anje, kateri datum, letnico sploh povezovati? \u010ce se v \u010dlanku o dolo\u010denem dnevu v letu zapi\u0161e dogodek ali rojstvo, bi moralo biti tudi obratno. --","2022-08-31 16:00:00"
"77","2","assistant","No, po moje pa ni. Ne vem, zakaj bi bil. --","2022-08-31 17:16:00"
"78","1","user","I'm wondering if \""eye contact\"" is a suitable phrase here, since it tends to mean something quite different most of the time in English, i.e. stealing glances. I prefer the term \""gouging\"", as it describes it to a T... Does the IRB use it? --","2024-05-09 00:44:00"
"78","2","assistant","They don't use it officially","2024-05-11 02:28:00"
"79","1","user","Best wishes","2023-11-22 18:54:00"
"79","2","assistant","I reverted your change to the note, because I think you put it clumsily. No prob with what you are trying to say, but can we agree how to say it?","2023-11-23 01:00:00"
"80","1","user","It seems there is some error in the seconds somewhere. They have explicit lat \/ long columns in the file I downloaded, so I was just using that. If you take a look at this [http:\/\/maps.google.com\/maps?fen&geocode33%C2%B0+27'+50.4%22,+-86%C2%B0+49'+6.83%22&daddr1&mra33.464935,-86.818731&sspnUTF8&ll0.003392,0.005633&t18&om=1 link] I plotted your numbers, my numbers and what google though based on the address, so I'm not sure its a huge deal, just wondering about your thoughts.","2021-07-15 18:57:00"
"80","2","assistant","I started looking through some that I knew the location (so I could verify via satellite) and I found some where our numbers matched and they had the right location, so it seems like everything is fine, just some minor discrepencies on some records, I will make a note of that in an HTML comment when i put the data in the infobox.","2021-07-15 19:54:00"
"80","3","user","I posted a question at , maybe you have an answer. It seems like it would make these stubs look a lot better since I could have locator images generated from their coords instead of trying to figure out x\/y.","2021-07-15 21:25:00"
"81","1","user","Hi Anome, I'm still learning the ropes here so I was hoping you could help me understand why a painting should provide geographic coordinate info - or maybe just that it should be included in some sort of Netherlands category. You added to and I'm just trying to figure out: what should be done for this painting and well as other articles I'm writing about paintings. Thanks so much!!!--","2025-05-01 05:11:00"
"81","2","assistant","is placed on articles based on their categorisation; this painting was categorised as which effectively makes the claim that it is a bricks & mortar construction capable of having coordinates ascribed to it. I've removed the poor category and the . --","2025-05-01 10:01:00"
"81","3","user","Ah, thanks! That makes sense. It was one of the first articles I started on my one and I wasn't too clued into Categories then (it's still a work in progress, but definitely better). Thanks for fixing it!--","2025-05-01 10:28:00"
"82","1","user","Just so you know, that comment would never appear in any article. --","2020-05-09 07:47:00"
"82","2","assistant","Yes, I'm aware of that. I just noticed that at the header when I was removing my Wikibreak notice and thought it might confuse other editors, or make them think that I have a strong aversion to Commonwealth English (i.e. that I have no patience for brits). I wouldn't mind it on the template (perhaps add <nowiki><noinclude><\/nowiki> around it), but I think it just gives a wrong impression when the comment appears on the VP pages. It's not a big deal at all; I just decided to remove it. If you'd like to put it back, you can go right ahead.","2020-05-09 07:58:00"
"83","1","user","Whoops! Sorry about that! Meant to put a u| after the opening braces. Thanks for fixing. Any time now, that article is going to get ripped by the IPs, and LoS is slightly aware of the background. -","2025-07-24 18:45:00"
"83","2","assistant","No prob - obviously, you can add the u| if you want. :)","2025-07-24 18:47:00"
"83","3","user","Nah. Got enough on my plate! At least one of the IPs is socking & that's what I am trying to track down right now. Thanks again, and feel free to correct my abundant typos in the future :) -","2025-07-24 18:51:00"
"84","1","user","I thought you might find interesting. -- <b>","2021-05-22 04:40:00"
"84","2","assistant","Indeed you did! -- <b>","2021-05-23 00:38:00"
"85","1","user","--","2023-12-03 20:46:00"
"85","2","assistant","I'm filing a mediation request naming you as one of the interested parties. Are you OK with that? And, BTW, danke. --","2023-12-03 21:11:00"
"85","3","user","Yes I can be around be around for that. However if the mediation itself turns into a neverending story I'd probably opt out. As far as the mediation is concerned the thing we can \""give\"" Martin without compromising the article are imho: An article lead without Morgan and featuring the unconditional solution (carefully phrased) as an appropriate solution (with a symmetry assumption or as a reasonable heuristic) without an direct criticism in that section and morgan in a separate section. What he cannot have however is having Morgan or his criticism removed from the article (i.e. order or placement is negotionable but not content). Also framing the conditional solution as different problem or a mere variation of the \""real\"" problem is something he cannot have either. Nor can the article in anyway define the \""real\"" via simple editorial consent (rather than resources). regards-- () 18:46, 6 December 2009 (UTC)--","2023-12-03 21:46:00"
"86","1","user","Do you think it's time to semi-protect it?","2020-09-22 09:24:00"
"86","2","assistant","I don't really have any relation to the article, but it looks like it could use it. Thanks. <sup>","2020-09-22 09:26:00"
"87","2","assistant","Ok, that's fine. He signed up at a most unfortunate time, during a WoW attack.--","2020-06-24 13:05:00"
"88","1","user","Sure. Image size is really dependent on the settings each reader sets in the preference box. So what look right on your screen, may look wrong on mine. By not proscribing the size, but using the 'thumb' option, the images look the way the reader wants. This is discussed in the Image Use Policy, which you can read at: .","2025-02-11 17:31:00"
"88","2","assistant","Thanks for your explanations, TheMindsEye. I agree with you that in general a standard thumb is a good way to define image settings. There are, nevertheless, exceptions which deserve special treatment, especially in the area of art (including painting, sculpture and artistic photography) where the image is an extremely important part of the article. Like many other seasoned Wikipedians working in this area, I firmly believe it is useful to define larger image sizes in certain cases so that the reader can immediately appreciate the detail without having to bother about standard settings or clicking on the image to enlarge it. You can find thousands of examples but just take a look at . I think you will agree that if all the images in this article were reduced to standard thumbs, most readers would have a less vivid impression of the article's content. Some other examples in photography are , and . And as for general guidance, in the WP Manual of Style, you will see that there is provision in the for resizing images where appropriate. I will therefore resize the image to 300px which is perfectly acceptable for a lead image. If you still disagree, perhaps you would like to start a discussion on the article's talk page where others will also be able to participate. Thanks for you interest in this article. -","2025-02-12 13:03:00"
"89","1","user","I saw you had deleted --I don't believe it was a speedy deletion candidate. If it was to make way for a page move or something of that sort, accept my apology, but I've restored the page and listed it on Vfd. Hope this is just a misunderstanding. Best, [[User:Meelar|","2018-11-15 21:15:00"
"89","2","assistant","See my comments on the talk page. I didn't delete it, or list it for deletion, and I think it should be kept.","2018-11-15 21:25:00"
"90","1","user","Hey Timeshift, it's great to see your name on my watchlist again, and I'm sure others will agree. I'm afraid you may have to accept that you will no longer be able to use your userpage in the same way as you did previously. I don't think it would be appropriate to provide you a copy of the last revision with an eye to you restoring the content on your userpage, as this would flout the decision made at the MfD and the resultant Deletion Review. Such a restoration may well be eligible for a speedy deletion. If I were you, I would simply replace your userpage with a link to a blogspot blog or something. I would be more than happy to provide you with previous revisions for use in an external blog. Otherwise, you may have to go for a second deletion review, although I imagine that would be unsuccessful.&nbsp; --","2025-07-05 08:37:00"
